consumer,resource,NA,NA,NA,NA
Tetrix_sp,genus,NA,0.034026931,terrestrial aboveground,2
Clubiona_sp,genus,immature,9.43e-5,terrestrial aboveground,2
Philodromidae,family,immature,9.53e-5,terrestrial aboveground,2
Armadillidium_opacum,species,NA,0.04158402,terrestrial aboveground,2
Acrididae,family,larvae,0.056605548,terrestrial aboveground,2
Liocranidae,family,immature,1.57183e-4,terrestrial aboveground,2
Oligochaeta,NA,NA,0.077982754,terrestrial aboveground,2
Jassidae,family,larvae,2.13054e-4,terrestrial aboveground,2
Porcellionidae,family,immature,2.35938e-4,terrestrial aboveground,2
Stilicus_rufipes,species,NA,2.45429e-4,terrestrial aboveground,2
Lycosidae,family,immature,2.57021e-4,terrestrial aboveground,2
Blattodea,NA,larvae,2.94922e-4,terrestrial aboveground,2
Anotylus_intricatus,species,NA,3.70598e-4,terrestrial aboveground,2
Brachycera,NA,larvae,7.44173e-4,terrestrial aboveground,2
Chironomidae,family,larvae,7.44173e-4,terrestrial aboveground,2
Delphacidae,family,larvae,4.86212e-4,terrestrial aboveground,2
Graptodytes_granularis,species,NA,4.90858e-4,terrestrial aboveground,2
Neon_valentulus,species,NA,5.97642e-4,terrestrial aboveground,2
Staphylinidae,family,larvae,7.03135e-4,terrestrial aboveground,2
Staphylininae,family,NA,0.001104431,terrestrial aboveground,2
Limacidae,family,NA,0.321386981,terrestrial aboveground,2
Salticidae,family,immature,9.25827e-4,terrestrial aboveground,2
Acupalpus_flavicollis,species,NA,0.001227146,terrestrial aboveground,2
Trichoniscidae,family,NA,0.001335997,terrestrial aboveground,2
Ozyptila_sp,genus,immature,0.001381832,terrestrial aboveground,2
Carabus_granulatus,species,NA,0.532581247,terrestrial aboveground,2
Tibellus_sp,genus,immature,0.001958747,terrestrial aboveground,2
Ceratopogonidae,family,larvae,0.003322199,terrestrial aboveground,2
Cecidomyiidae,family,NA,5.32e-5,terrestrial aboveground,3
Paederus_riparius,species,NA,0.003681437,terrestrial aboveground,2
Thanatus_striatus,species,NA,0.00258748,terrestrial aboveground,2
Evarcha_sp,genus,NA,0.002763664,terrestrial aboveground,2
Ligidium_hypnorum,species,larvae,0.002787014,terrestrial aboveground,2
Aphidoidea,NA,larvae,0.002858634,terrestrial aboveground,2
Diapriidae,family,NA,7.97e-5,terrestrial aboveground,3
Sitticus_caricis,species,NA,0.003357852,terrestrial aboveground,2
Ichneumonidae,family,NA,0.003375354,terrestrial aboveground,3
Formica_s.str._sp,NA,NA,0.003448263,terrestrial aboveground,2
Limoniidae,family,larvae,0.005315518,terrestrial aboveground,NA
Pirata_sp,genus,immature,0.003834584,terrestrial aboveground,2
Armadillidium_vulgare,species,NA,0.006193365,terrestrial aboveground,2
Dryops_auriculatus,species,NA,0.004393182,terrestrial aboveground,2
Armadillidium_pictum,species,NA,0.007078131,terrestrial aboveground,2
Nabidae,family,larvae,0.004642227,terrestrial aboveground,2
Stenodema_calcaratum,species,NA,0.004642227,terrestrial aboveground,2
