consumer,resource,NA,NA,NA,NA
Insecta,class,NA,0.01,marine,2
Insecta,class,NA,0.01,marine,3
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Ophiuroidea,class,NA,0.0028,marine,2
Lipophrys_pholis,species,NA,0.75,marine,3
Lipophrys_pholis,species,NA,0.75,marine,2
Coryphoblennius_galerita,species,NA,0.72,marine,3
Coryphoblennius_galerita,species,NA,0.72,marine,2
Porifera,NA,NA,0.01,marine,2
Anemonia_sulcata,species,NA,0.01,marine,2
Actinothoe_sphyrodeta,species,NA,0.106,marine,2
Nemertea,NA,NA,0.01,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0027,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Acanthochitona_crinita,species,NA,0.007,marine,2
Lepidochitona_cinerea,species,NA,0.002,marine,2
Patella_ulyssiponensis,species,NA,0.3,marine,2
Gibbula_umbilicalis,species,NA,0.26,marine,2
Rissoidae,family,NA,0.0025,marine,2
Turritellidae,family,NA,0.0019,marine,2
Tricolia_pullus,species,NA,0.013,marine,2
Omalogyra_atomus,species,NA,7e-4,marine,2
Barleeia_sp.,genus,NA,0.0031,marine,2
Musculus_costulatus,species,NA,0.011,marine,2
Musculus_costulatus,species,NA,0.011,marine,3
Mytilus_galloprovincialis,species,NA,1.99,marine,2
Mytilus_galloprovincialis,species,NA,1.99,marine,3
Mysida,order,NA,0.01,marine,3
Mysida,order,NA,0.01,marine,2
Sphaeromatidae,family,NA,0.0079,marine,2
Idoteidae,family,NA,0.014,marine,2
Ampithoidae,family,NA,0.01,marine,3
Gammaridae,family,NA,0.0011,marine,3
Stenothoidae,family,NA,0.01,marine,3
Calliopidae,family,NA,0.01,marine,3
Caprella_sp.,genus,NA,0.01,marine,2
Pirimela_denticulata,species,NA,0.01,marine,2
Carcinus_maenas,species,NA,3.34,marine,2
Necora_puber,species,NA,0.89,marine,2
Nassariidae,family,NA,0.118,marine,2
Idoteidae,family,NA,0.014,marine,2
Anemonia_sulcata,species,NA,0.01,marine,3
Actinia_equina,species,NA,4.43,marine,3
Insecta,class,NA,0.01,marine,3
Lipophrys_pholis,species,NA,0.75,marine,3
Coryphoblennius_galerita,species,NA,0.72,marine,3
Carcinus_maenas,species,NA,3.34,marine,2
Zooplankton,NA,NA,0.001,marine,3
Gammaridae,family,NA,0.0011,marine,3
Ophiuroidea,class,NA,0.0028,marine,3
Actinothoe_sphyrodeta,species,NA,0.106,marine,3
Caprella_sp.,genus,NA,0.01,marine,3
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0027,marine,3
Oligochaeta,NA,NA,0.01,marine,3
Musculus_costulatus,species,NA,0.011,marine,3
Mytilus_galloprovincialis,species,NA,1.99,marine,3
Solecurtus_strigilatus,species,NA,0.0063,marine,3
Turtonia_minuta,species,NA,0.0021,marine,3
Turritellidae,family,NA,0.0019,marine,2
Mysida,order,NA,0.01,marine,3
Lipophrys_pholis,species,NA,0.75,marine,2
Necora_puber,species,NA,0.89,marine,2
Caprella_sp.,genus,NA,0.01,marine,2
Coryphoblennius_galerita,species,NA,0.72,marine,2
Nemertea,NA,NA,0.01,marine,2
Anemonia_sulcata,species,NA,0.01,marine,2
Actinia_equina,species,NA,4.43,marine,2
Ophiuroidea,class,NA,0.0028,marine,2
Calliopidae,family,NA,0.01,marine,2
Polychaeta,class,NA,0.0027,marine,2
Ampithoidae,family,NA,0.01,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Actinia_fragacea,species,NA,11.21,marine,2
Actinia_fragacea,species,NA,11.21,marine,3
