consumer,resource,NA,NA,NA,NA
Amphidinium_hadai,species,NA,4e-12,marine,3
Gyrodinium_lachryama,species,NA,1.2e-10,marine,3
Neogloboquadriana_pachyderma,species,NA,1.2e-9,marine,2
Rhincalanus_gigas,species,NA,0.02,marine,3
Calanus_propinquus,species,NA,0.0057,marine,3
Calanoides_acutus,species,NA,0.0055,marine,3
Metridia_gerlachei,species,NA,0.0023,marine,3
Paraeuchaeta_antarctica,species,NA,0.0081,marine,3
Clione_limacina,species,NA,0.014,marine,3
Clione_antarctica,species,NA,0.1,marine,3
Clio_pyramidata,species,NA,0.017,marine,3
Limacina_helicina_antarctica,species,NA,9.4e-5,marine,3
Rhodalia_miranda,species,NA,0.15,marine,3
Atolla_wyvillei,species,NA,1.5,marine,3
Dimophyes_arctica,species,NA,0.15,marine,3
Diphyes_antarctica,species,NA,0.15,marine,3
Bargmannia,genus,NA,0.012,marine,3
Pelagobia_longicirrata,species,NA,0.0019,marine,2
Rhynchonereella_bongraini,species,NA,0.0019,marine,2
Laetmonice_producta,species,NA,110,marine,2
Harmothoe_spinosa,species,NA,6.1,marine,2
Harmothoe_crosetensis,species,NA,5.8,marine,2
Harmotoe_hartmanae,species,NA,5.8,marine,2
Polyeunoa_laevis,species,NA,15,marine,2
Barrukia_cristata,species,NA,3.9,marine,2
Eulagisca_gigantea,species,NA,200,marine,2
Eunoe_spica,species,NA,4.2,marine,2
Eunoe_hartmanae,species,NA,57,marine,2
Eunoe_spica_spicoides,species,NA,7.1,marine,2
Vanadis_antarctica,species,NA,0.0039,marine,2
Pista_spinifera,species,NA,0.24,marine,2
Phyllocomus_crocea,species,NA,0.47,marine,2
Terebella_ehlersi,species,NA,0.24,marine,2
Eucranta_mollis,species,NA,4.7,marine,2
Cinachyra_antarctica,species,NA,0.18,marine,2
Cinachyra_barbata,species,NA,0.18,marine,2
Bathydorus_spinosus,species,NA,1.2,marine,2
Iophon_radiatus,species,NA,2.3,marine,2
Kirkpatrickia_variolosa,species,NA,45,marine,2
Rossella_racovitzae,species,NA,45,marine,2
Stylocordyla_borealis,species,NA,45,marine,2
Homaxinella_balfourensis,species,NA,2.3,marine,2
Scolymastra_joubini,species,NA,720,marine,2
Latrunculia_apicalis,species,NA,1,marine,2
Latrunculia_brevis,species,NA,1,marine,2
Tetilla_leptoderma,species,NA,30,marine,2
Haliclona_dancoi,species,NA,5.6,marine,2
Mycale_acerata,species,NA,12,marine,2
Rossella_antarctica,species,NA,12,marine,2
Rossella_tarenja,species,NA,12,marine,2
Haliclona_tenella,species,NA,5.6,marine,2
Clathria_pauper,species,NA,2.3,marine,2
Calyx_arcuarius,species,NA,2.3,marine,2
Isodyctia_toxophila,species,NA,5.6,marine,2
Isodyctia_cavicornuta,species,NA,5.6,marine,2
Isodyctia_steifera,species,NA,5.6,marine,2
Axociella_nidificata,species,NA,6.5,marine,2
Rossella_nuda,species,NA,300,marine,2
Tentorium_papillatum,species,NA,5.6,marine,2
Tentorium_semisuberites,species,NA,5.6,marine,2
Tedania_oxeata,species,NA,5.6,marine,2
Tedania_tantulata,species,NA,5.6,marine,2
Tedania_vanhoeffeni,species,NA,5.6,marine,2
Phorbas_areolatus,species,NA,1.2,marine,2
Phorbas_glaberrima,species,NA,1.2,marine,2
Polymastia_invaginata,species,NA,0.92,marine,2
Polymastia_isidis,species,NA,0.92,marine,2
Anoxycalyx_joubini,species,NA,720,marine,2
Euphausia_crystallorophias,species,NA,1.2,marine,3
Euphausia_frigida,species,NA,0.17,marine,3
Thysanoessa_macrura,species,NA,0.15,marine,3
Euphausia_superba,species,NA,5.5,marine,3
Mesothuria_lactea,species,NA,0.066,marine,2
Achlyonice_violaecuspidata,species,NA,0.15,marine,2
Bathyplotes_gourdoni,species,NA,4.8,marine,2
Bathyplotes_bongraini,species,NA,4.8,marine,2
Scotoplanes_globosa,species,NA,0.024,marine,2
Molpadia_musculus,species,NA,2.3,marine,2
Ypsilocucumis_turricata,species,NA,0.69,marine,2
Psolidium_incertum,species,NA,0.043,marine,2
Trachythyone_parva,species,NA,0.043,marine,2
Laetmogone_wyvillethompsoni,species,NA,0.01,marine,2
Pseudostichopus_mollis,species,NA,0.043,marine,2
Pseudostichopus_villosus,species,NA,0.043,marine,2
Elpidia_glacialis,species,NA,0.01,marine,2
Chiridota_weddellensis,species,NA,2.3,marine,2
Ekmocucumis_steineni,species,NA,2.3,marine,2
Ekmocucumis_turqueti,species,NA,2.3,marine,2
Abyssocucumis_liouvillei,species,NA,0.15,marine,2
Psolus_dubiosus,species,NA,0.085,marine,2
Psolus_charcoti,species,NA,0.062,marine,2
Psolus_antarcticus,species,NA,0.085,marine,2
Echinopsolus_acanthocola,species,NA,0.0081,marine,2
Ekmocucumis_turqueti_turqueti,species,NA,19,marine,2
Taeniogyrus_contortus,species,NA,0.085,marine,2
Pareledone_charcoti,species,NA,3.3,marine,3
Pareledone_antarctica,species,NA,29,marine,3
Artedidraco_orianae,species,NA,95,marine,3
Artedidraco_loennbergi,species,NA,17,marine,3
Artedidraco_skottsbergi,species,NA,33,marine,3
Dolloidraco_longedorsalis,species,NA,13,marine,3
Pogonophryne_marmorata,species,NA,190,marine,3
Pogonophryne_phyllopogon,species,NA,230,marine,3
Pogonophryne_permitini,species,NA,80,marine,3
Pogonophryne_scotti,species,NA,440,marine,3
Pogonophryne_barsukovi,species,NA,190,marine,3
Cygnodraco_mawsoni,species,NA,760,marine,3
Gerlachea_australis,species,NA,260,marine,3
Gymnodraco_acuticeps,species,NA,1400,marine,3
Prionodraco_evansii,species,NA,64,marine,3
Racovitzia_glacialis,species,NA,430,marine,3
Chaenodraco_wilsoni,species,NA,210,marine,3
Chionodraco_hamatus,species,NA,1100,marine,3
Chionodraco_myersi,species,NA,370,marine,3
Cryodraco_antarcticus,species,NA,1300,marine,3
Dacodraco_hunteri,species,NA,330,marine,3
Pagetopsis_maculatus,species,NA,81,marine,3
Aethotaxis_mitopteryx,species,NA,49,marine,3
