consumer,resource,NA,NA,NA,NA
Ablabesmyia_monilis,species,NA,0.001004011,streams,2
Apsectrotanypus_trifascipennis,species,NA,0.001134434,streams,2
Baetis_rhodani,species,NA,7.46418e-4,streams,2
Cricotopus_bicinctus,species,NA,1.29092e-4,streams,2
Cryptochironomus,genus,NA,8.68e-5,streams,2
Elmis_aenea,species,NA,1.63479e-4,streams,2
Epoicocladius_flavens,species,NA,9.71e-5,streams,2
Gammarus_pulex,species,NA,0.002429482,streams,3
Heleniella_ornaticollis,species,NA,7.3e-5,streams,2
Nilotanypus,NA,NA,0.001201784,streams,2
Oligochaeta,NA,NA,0.003815428,streams,NA
Paracladopelma_camptolabis,species,NA,2.48e-5,streams,2
Parametriocnemus_stylatus,species,NA,1.04589e-4,streams,2
Polypedilum_convictum,species,NA,1.18642e-4,streams,2
Polypedilum_nubeculosum,species,NA,5.16e-5,streams,2
Potamophylax_cingulatus,species,NA,0.026891886,streams,2
Prodiamesa_olivacea,species,NA,0.001440825,streams,2
Pseudorthocladius,species,NA,3.38411e-4,streams,2
Sialis_lutaria,species,NA,0.011671145,streams,2
Simulium_equinum,species,NA,1.62885e-4,streams,2
Simulium_intermedium,species,NA,4.72497e-4,streams,2
Simulium_lundstromi,species,NA,5.19977e-4,streams,2
Stempellina_bausei,species,NA,8.13e-5,streams,2
Tanytarsini,NA,NA,9.86e-5,streams,2
Thienemanniella,NA,NA,3.45e-5,streams,2
Thienemannimyia,NA,NA,5.28527e-4,streams,2
Tvetenia,genus,NA,1.52897e-4,streams,2
Asellus_aquaticus,species,NA,0.002102653,streams,2
Ephemera_danica,species,NA,0.002985056,streams,2
Hydracarina,NA,NA,2.88806e-4,streams,2
Hydropsyche_pellucidula,species,NA,0.010641174,streams,2
Hydropsyche_siltalai,species,NA,0.006520027,streams,2
Lepidostoma_hirtum,species,NA,6.12784e-4,streams,2
Polycentropus_flavomaculatus,species,NA,8.67016e-4,streams,2
Sericostoma_personatum,species,NA,0.011105252,streams,2
Nemoura_avicularis,species,NA,0.003155618,streams,2
Athripsodes,NA,NA,7.88183e-4,streams,2
Ithytrichia,genus,NA,7.38e-5,streams,2
Gasterosteus_aculeatus,species,NA,1.17735314,streams,3
Mystacides_longicornis,species,NA,0.001228135,streams,2
Physa_fontinalis,species,NA,0.003445422,streams,2
Pisidium,genus,NA,0.012187002,streams,2
Limnius_volckmari,species,NA,5.53686e-4,streams,2
Caenis_luctuosa,species,NA,3.74245e-4,streams,2
Limnephilus_lunatus,species,NA,0.002143481,streams,2
Limnephilus_rhombicus,species,NA,0.02026648,streams,2
Agapetus_fuscipes,species,NA,0.003163828,streams,2
Ancylus_fluviatilis,species,NA,0.0097517,streams,2
Goera_pilosa,species,NA,0.004878428,streams,2
Halesus_radiatus,species,NA,0.008838611,streams,2
Heptagenia_sulphurea,species,NA,2.15082e-4,streams,2
Orectochilus_villosus,species,NA,0.01038965,streams,2
Oulimnius_tuberculatus,species,NA,2.37609e-4,streams,2
Salmo_trutta,species,NA,32.43793607,streams,3
Barbatula_barbatula,species,NA,15.26231247,streams,2
Calopteryx_splendens,species,NA,3.57821e-4,streams,2
Heremodromia,NA,NA,6.58717e-4,streams,2
