consumer,resource,NA,NA,NA,NA
Baetis_buceratus,species,NA,4.44432e-4,streams,2
Baetis_rhodani,species,NA,3.40455e-4,streams,2
Brillia_longifurca,species,NA,6.56518e-4,streams,2
Corynoneura,NA,NA,6.98e-6,streams,2
Cricotopus,genus,NA,9.89e-5,streams,2
Cricotopus_bicinctus,species,NA,1.29092e-4,streams,2
Cryptochironomus,genus,NA,8.52e-5,streams,2
Epoicocladius_flavens,species,NA,9.71e-5,streams,2
Eukiefferiella_claripennis,species,NA,9.3e-5,streams,2
Limnophyes,NA,NA,1.1009e-4,streams,2
Microtendipes_pedellus,species,NA,5.65952e-4,streams,2
Nanocladius_rectinervis,species,NA,1.15701e-4,streams,2
Orthocladius,genus,NA,3.45758e-4,streams,2
Parametriocnemus_stylatus,species,NA,1.04589e-4,streams,2
Paratanytarsus_penicillatus,species,NA,9.17e-5,streams,2
Phaenopsectra_flavipes,species,NA,7.3e-5,streams,2
Polypedilum_convictum,species,NA,1.18642e-4,streams,2
Polypedilum_nubeculosum,species,NA,3.5e-5,streams,2
Potthastia_longimana,species,NA,3.54e-5,streams,2
Procladius,genus,NA,4.27011e-4,streams,2
Prodiamesa_olivacea,species,NA,0.002168698,streams,2
Rheocricotopus_chalybeatus,species,NA,1.15352e-4,streams,2
Synorthocladius_semivirens,species,NA,1.44423e-4,streams,2
Tanytarsini,NA,NA,9.86e-5,streams,2
Thienemanniella,NA,NA,2.81e-5,streams,2
Thienemannimyia,NA,NA,5.82107e-4,streams,2
Tvetenia,genus,NA,1.52897e-4,streams,2
Anabolia_nervosa,species,NA,0.012021235,streams,2
Ancylus_fluviatilis,species,NA,0.021025647,streams,2
Asellus_aquaticus,species,NA,1.18733e-4,streams,2
Bithynia_tentaculata,species,NA,0.050636191,streams,2
Chaetopteryx_villosa,species,NA,0.003533498,streams,2
Cottus_gobio,species,NA,3.224488396,streams,3
Ephemera_danica,species,NA,0.002216077,streams,2
Ephemera_vulgata,species,NA,0.003371972,streams,2
Erpobdella_octoculata,species,NA,0.086805548,streams,2
Gammarus_pulex,species,NA,0.003976394,streams,3
Gasterosteus_aculeatus,species,NA,0.755647266,streams,3
Halesus_radiatus,species,NA,0.007472302,streams,2
Hydropsyche_pellucidula,species,NA,0.009010755,streams,2
Hydropsyche_siltalai,species,NA,0.005259685,streams,2
Lepidostoma_hirtum,species,NA,0.001435046,streams,2
Limnephilus_lunatus,species,NA,0.001234281,streams,2
Limnius_volckmari,species,NA,2.8264e-4,streams,2
Perca_fluviatilis,species,NA,30.55513463,streams,3
Phoxinus_phoxinus,species,NA,2.272261779,streams,3
Pisidium,genus,NA,0.001417286,streams,2
Planorbis,genus,NA,0.002562726,streams,2
Polycentropus_flavomaculatus,species,NA,4.22411e-4,streams,2
Potamopyrgus_antipodarum,species,NA,0.00295245,streams,2
Salmo_trutta,species,NA,62.01735739,streams,3
Serratella_ignita,species,NA,2.28106e-4,streams,2
Sialis_lutaria,species,NA,0.006001646,streams,2
Simulium_equinum,species,NA,1.62885e-4,streams,2
Simulium_erythrocephalum,species,NA,5.19977e-4,streams,2
Simulium_intermedium,species,NA,4.72497e-4,streams,2
Simulium_lundstromi,species,NA,5.19977e-4,streams,2
Squalius_cephalus,species,NA,5.013301465,streams,3
Hydracarina,NA,NA,3.10158e-4,streams,2
Oligochaeta,NA,NA,0.001407367,streams,2
Nemoura_avicularis,species,NA,0.004507877,streams,2
Caenis_luctuosa,species,NA,5.81841e-4,streams,2
Dicranota,NA,NA,8.22911e-4,streams,2
Elmis_aenea,species,NA,1.23885e-4,streams,2
Ithytrichia,genus,NA,8.85e-5,streams,2
Lype_reducta,species,NA,0.00155298,streams,2
Orectochilus_villosus,species,NA,0.00920976,streams,2
Oulimnius_tuberculatus,species,NA,2.98549e-4,streams,2
Glossiphonia_complanata,species,NA,0.046200753,streams,2
Mystacides_azurea,species,NA,4.27901e-4,streams,2
Oligochaeta,NA,NA,0.001407367,streams,NA
Tinodes_waeneri,species,NA,3.85005e-4,streams,2
Athripsodes,NA,NA,7.67652e-4,streams,2
Hydroptila,NA,NA,6.37e-5,streams,2
Anguilla_anguilla,species,NA,175.4961058,streams,3
Eloeophila,genus,NA,5.00091e-4,streams,2
Goera_pilosa,species,NA,0.005573359,streams,2
Valvata_piscinalis,species,NA,0.001579717,streams,2
Anabolia_nervosa,species,NA,0.012021235,streams,2
Anguilla_anguilla,species,NA,175.4961058,streams,2
Anguilla_anguilla,species,NA,175.4961058,streams,3
Athripsodes,NA,NA,7.67652e-4,streams,2
Barbatula_barbatula,species,NA,8.086210793,streams,2
Barbatula_barbatula,species,NA,8.086210793,streams,3
Calopteryx_splendens,species,NA,0.001627152,streams,2
Chaetopteryx_villosa,species,NA,0.003533498,streams,2
Cottus_gobio,species,NA,3.224488396,streams,2
Cottus_gobio,species,NA,3.224488396,streams,3
Cryptochironomus,genus,NA,8.52e-5,streams,2
Dicranota,NA,NA,8.22911e-4,streams,2
Erpobdella_octoculata,species,NA,0.086805548,streams,2
Erpobdella_octoculata,species,NA,0.086805548,streams,3
Erpobdella_octoculata,species,NA,0.086805548,streams,NA
Gammarus_pulex,species,NA,0.003976394,streams,2
Gasterosteus_aculeatus,species,NA,0.755647266,streams,2
Gasterosteus_aculeatus,species,NA,0.755647266,streams,3
Glossiphonia_complanata,species,NA,0.046200753,streams,2
Glossiphonia_complanata,species,NA,0.046200753,streams,3
Glossiphonia_complanata,species,NA,0.046200753,streams,NA
Halesus_radiatus,species,NA,0.007472302,streams,2
Helobdella_stagnalis,species,NA,0.027658081,streams,2
Helobdella_stagnalis,species,NA,0.027658081,streams,3
Helobdella_stagnalis,species,NA,0.027658081,streams,NA
Heremodromia,NA,NA,4.1201e-4,streams,2
Hydracarina,NA,NA,3.10158e-4,streams,2
