consumer,resource,NA,NA,NA,NA
arthropods,NA,NA,0.002,terrestrial aboveground,NA
waterfowl,NA,adults,1275,terrestrial aboveground,3
lemmings,family,adults,44,terrestrial aboveground,2
shorebirds,NA,adults,95.66,terrestrial aboveground,2
passerines,NA,adults,29,terrestrial aboveground,3
Mustela_erminea,species,adults,124,terrestrial aboveground,2
Larus_spec.,genus,adults,1110,terrestrial aboveground,3
Vulpes_lagopus,species,adults,3300,terrestrial aboveground,2
Stercocarius_spec.,genus,adults,314,terrestrial aboveground,2
Bubo_scandiacus,species,adults,1728.75,terrestrial aboveground,2
Buteo_lagopus,species,adults,951,terrestrial aboveground,3
Falco_spec.,genus,adults,763.5,terrestrial aboveground,2
