consumer,resource,NA,NA,NA,NA
Insecta,class,NA,0.001,marine,3
Insecta,class,NA,0.001,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Anemonia_sulcata,species,NA,100.6,marine,2
Ophiuroidea,class,NA,0.0023,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.0063,marine,2
Oligochaeta,NA,NA,0.0014,marine,2
Patella_ulyssiponensis,species,NA,0.0043,marine,2
Polinices_sp.,genus,NA,1.22,marine,2
Nucella_sp.,genus,NA,0.9,marine,2
Atherina_boyeri,species,NA,0.01,marine,3
Musculus_costulatus,species,NA,0.0085,marine,2
Mytilus_galloprovincialis,species,NA,0.189,marine,2
Modiolula_phaseolina,species,NA,0.0075,marine,2
Cardiidae,family,NA,2e-4,marine,2
Angulus_tenuis,species,NA,2e-4,marine,2
Solecurtus_strigilatus,species,NA,0.0099,marine,2
Turtonia_minuta,species,NA,8e-4,marine,2
Cumacea,order,NA,0.01,marine,2
Tanaidacea,NA,NA,0.0015,marine,3
Jaera_sp.,genus,NA,0.01,marine,3
Sphaeromatidae,family,NA,3e-4,marine,2
Munnidae,family,NA,2e-4,marine,2
Ampithoidae,family,NA,0.0014,marine,3
Gammaridae,family,NA,0.0014,marine,3
Stenothoidae,family,NA,5e-4,marine,3
Calliopidae,family,NA,0.0053,marine,3
Caprella_sp.,genus,NA,0.0047,marine,2
Palaemon_longirostris,species,NA,0.083,marine,3
Nassariidae,family,NA,0.016,marine,2
Polychaeta,class,NA,0.0063,marine,3
Ophiuroidea,class,NA,0.0023,marine,3
Caprella_sp.,genus,NA,0.0047,marine,3
Oligochaeta,NA,NA,0.0014,marine,3
Musculus_costulatus,species,NA,0.0085,marine,3
Mytilus_galloprovincialis,species,NA,0.189,marine,3
Modiolula_phaseolina,species,NA,0.0075,marine,3
Cardiidae,family,NA,2e-4,marine,3
Solecurtus_strigilatus,species,NA,0.0099,marine,3
Turtonia_minuta,species,NA,8e-4,marine,3
Turritellidae,family,NA,9e-4,marine,2
Epitonium_clathrus,species,NA,0.1218,marine,2
Palaemon_longirostris,species,NA,0.083,marine,2
Atherina_boyeri,species,NA,0.01,marine,2
Turridae,family,NA,8e-4,marine,2
Ampithoidae,family,NA,0.0014,marine,2
Calliopidae,family,NA,0.0053,marine,2
Gammaridae,family,NA,0.0014,marine,2
Marthasterias_glacialis,species,NA,0.01,marine,2
Jaera_sp.,genus,NA,0.01,marine,2
