consumer,resource,NA,NA,NA,NA
Balanus_sp.,genus,NA,0.01,marine,2
Insecta,class,NA,0.01,marine,3
Insecta,class,NA,0.01,marine,2
Zooplankton,NA,NA,0.001,marine,3
Zooplankton,NA,NA,0.001,marine,2
Ophiuroidea,class,NA,0.0044,marine,2
Diplodus_sargus_sargus,species,NA,0.46,marine,3
Lipophrys_trigloides,species,NA,0.7,marine,2
Lipophrys_trigloides,species,NA,0.7,marine,3
Lipophrys_pholis,species,NA,0.995,marine,3
Lipophrys_pholis,species,NA,0.995,marine,2
Gobius_paganellus,species,NA,0.54,marine,3
Gobius_paganellus,species,NA,0.54,marine,2
Porifera,NA,NA,0.15,marine,2
Anemonia_sulcata,species,NA,91,marine,2
Actinothoe_sphyrodeta,species,NA,0.22,marine,2
Nematoda,NA,NA,0.01,marine,2
Polychaeta,class,NA,0.013,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Acanthochitona_crinita,species,NA,0.18,marine,2
Lepidochitona_cinerea,species,NA,0.18,marine,2
Chiton_olivaceus,species,NA,0.2,marine,2
Leptochiton_algesirensis,species,NA,0.09,marine,2
Gibbula_umbilicalis,species,NA,0.24,marine,2
Rissoidae,family,NA,0.0031,marine,2
Nucella_sp.,genus,NA,0.0038,marine,2
Tricolia_pullus,species,NA,0.004,marine,2
Barleeia_sp.,genus,NA,0.03,marine,2
Epitonium_clathrus,species,NA,9.28,marine,2
Aplysia_punctata,species,NA,0.23,marine,2
Felimida_purpureaÃ¡,species,NA,0.33,marine,2
Diaphorodoris_papillata,species,NA,0.23,marine,2
Musculus_costulatus,species,NA,0.003,marine,2
Mytilus_galloprovincialis,species,NA,0.018,marine,2
Tanaidacea,NA,NA,0.01,marine,3
Sphaeromatidae,family,NA,0.04,marine,2
Paracentrotus_lividus,species,NA,0.2,marine,2
Gammaridae,family,NA,0.0023,marine,3
Palaemon_longirostris,species,NA,0.21,marine,3
Palaemon_elegans,species,NA,0.55,marine,3
Porcellana_platycheles,species,NA,0.088,marine,2
Petricolinae,family,NA,0.32,marine,2
Chthamalus_sp.,genus,NA,0.01,marine,2
Lipophrys_pholis,species,NA,0.995,marine,2
Lipophrys_trigloides,species,NA,0.7,marine,2
Gobius_paganellus,species,NA,0.54,marine,2
Polychaeta,class,NA,0.013,marine,2
Nucella_sp.,genus,NA,0.0038,marine,2
Insecta,class,NA,0.01,marine,3
Nassariidae,family,NA,0.06,marine,2
Diplodus_sargus_sargus,species,NA,0.46,marine,3
Lipophrys_trigloides,species,NA,0.7,marine,3
Lipophrys_pholis,species,NA,0.995,marine,3
Palaemon_longirostris,species,NA,0.21,marine,3
Palaemon_elegans,species,NA,0.55,marine,3
Gobius_paganellus,species,NA,0.54,marine,3
Polychaeta,class,NA,0.013,marine,3
Balanus_sp.,genus,NA,0.01,marine,3
Zooplankton,NA,NA,0.001,marine,3
Ectoprocta,NA,NA,0.01,marine,3
Gammaridae,family,NA,0.0023,marine,3
Actinothoe_sphyrodeta,species,NA,0.22,marine,3
Botryllus_schlosseri,species,NA,0.01,marine,3
Ophiuroidea,class,NA,0.0044,marine,3
Nematoda,NA,NA,0.01,marine,2
Oligochaeta,NA,NA,0.01,marine,3
Musculus_costulatus,species,NA,0.003,marine,3
Mytilus_galloprovincialis,species,NA,0.018,marine,3
Petricolinae,family,NA,0.32,marine,3
Porcellana_platycheles,species,NA,0.088,marine,3
Tanaidacea,NA,NA,0.01,marine,3
Chthamalus_sp.,genus,NA,0.01,marine,3
Palaemon_longirostris,species,NA,0.21,marine,2
Palaemon_elegans,species,NA,0.55,marine,2
Diplodus_sargus_sargus,species,NA,0.46,marine,2
Anemonia_sulcata,species,NA,91,marine,3
Tanaidacea,NA,NA,0.01,marine,2
Felimida_purpureaÃ¡,species,NA,0.33,marine,2
Epitonium_clathrus,species,NA,9.28,marine,2
Turridae,family,NA,0.006,marine,2
Lophozozymus_incisus,species,NA,0.16,marine,2
Porcellana_platycheles,species,NA,0.088,marine,2
Oligochaeta,NA,NA,0.01,marine,2
Anemonia_sulcata,species,NA,91,marine,2
Marthasterias_glacialis,species,NA,40,marine,2
