consumer,resource,NA,NA,NA,NA
Tipulidae,family,larvae,0.005315518,terrestrial aboveground,NA
Araneidae,family,immature,3.45e-5,terrestrial aboveground,2
Tetrix_sp,genus,NA,0.015423421999999999,terrestrial aboveground,2
Lithobius_piceus,species,NA,0.02772268,terrestrial aboveground,2
Mangora_acalypha,species,immature,1.72729e-4,terrestrial aboveground,2
Chironomidae,family,NA,2.2777e-4,terrestrial aboveground,3
Aleocharinae,family,NA,2.45429e-4,terrestrial aboveground,2
Anacaena_limbata,species,NA,2.45429e-4,terrestrial aboveground,2
Hypocyphtus_discoideus,species,NA,2.45429e-4,terrestrial aboveground,2
Thanatus_sp,genus,immature,2.7153e-4,terrestrial aboveground,2
Trichoptera,NA,larvae,2.94922e-4,terrestrial aboveground,2
Salticidae,family,immature,3.02276e-4,terrestrial aboveground,2
Conocephalus_dorsalis,species,NA,0.083954296,terrestrial aboveground,2
Delphacidae,family,larvae,3.51832e-4,terrestrial aboveground,2
Eupterygini,NA,NA,3.66492e-4,terrestrial aboveground,2
Philodromidae,family,immature,4.21459e-4,terrestrial aboveground,2
Jassidae,family,larvae,4.34903e-4,terrestrial aboveground,2
Hemistenus_flavipes,species,NA,4.90858e-4,terrestrial aboveground,2
Lepidoptera,NA,NA,5.01745e-4,terrestrial aboveground,3
Culex_sp,genus,NA,5.31552e-4,terrestrial aboveground,3
Parastenus_sp,genus,NA,7.36287e-4,terrestrial aboveground,2
Oligochaeta,NA,NA,0.184726629,terrestrial aboveground,2
Brachycera,NA,larvae,7.44173e-4,terrestrial aboveground,2
Chironomidae,family,larvae,7.44173e-4,terrestrial aboveground,2
Rhagionidae,family,larvae,7.44173e-4,terrestrial aboveground,2
Limoniidae,family,NA,7.97328e-4,terrestrial aboveground,3
Triturus_sp,genus,NA,0.2,terrestrial aboveground,2
Caelifera,NA,NA,0.211793792,terrestrial aboveground,2
Myrmarachne_formicaria,species,immature,8.63645e-4,terrestrial aboveground,2
Zelotes_sp,genus,immature,0.001036374,terrestrial aboveground,2
Pardosa_sp,genus,immature,0.001043283,terrestrial aboveground,2
Lithobius_sp,genus,larvae,0.001179689,terrestrial aboveground,2
Robertus_sp,genus,immature,0.001381832,terrestrial aboveground,2
Blattodea,NA,larvae,0.001622072,terrestrial aboveground,2
Staphylininae,family,NA,0.001718004,terrestrial aboveground,2
Evarcha_sp,genus,immature,0.00172729,terrestrial aboveground,2
Liocranidae,family,immature,0.00172729,terrestrial aboveground,2
Lithobius_sp,genus,NA,0.001769533,terrestrial aboveground,2
Tibellus_sp,genus,immature,0.001792927,terrestrial aboveground,2
Ichneumonidae,family,NA,0.002038501,terrestrial aboveground,3
Robertus_insignis,species,NA,0.00226275,terrestrial aboveground,2
Pirata_sp,genus,immature,0.00238366,terrestrial aboveground,2
Staphylinidae,family,larvae,0.002580148,terrestrial aboveground,2
Thripomorpha_verralli,species,NA,2.65776e-4,terrestrial aboveground,3
Xysticus_sp,genus,immature,0.002763664,terrestrial aboveground,2
Clubiona_sp,genus,immature,0.002780937,terrestrial aboveground,2
Trichoniscidae,family,NA,0.002949221,terrestrial aboveground,2
Hybotidae,family,NA,8.21e-5,terrestrial aboveground,3
Ceratopogonidae,family,larvae,0.003322199,terrestrial aboveground,2
Trypoxylon_attenuatum,species,NA,0.003455087,terrestrial aboveground,3
Chartoscirta_cincta,species,NA,0.003884811,terrestrial aboveground,2
Hyla_arborea_arborea,species,NA,1,terrestrial aboveground,2
Ceratopogonidae,NA,NA,1.0631e-4,terrestrial aboveground,3
Jassinae,family,NA,0.004178004,terrestrial aboveground,2
Ilione_lineata,species,NA,0.004252414,terrestrial aboveground,3
Stethophyma_grossum,species,NA,1.10031009,terrestrial aboveground,2
Psychodidae,family,adults,1.16676e-4,terrestrial aboveground,3
Pachybrachius_sp,species,NA,0.004642227,terrestrial aboveground,2
Pirata_piraticus,species,NA,0.00518187,terrestrial aboveground,2
Paederus_riparius,species,NA,0.005276727,terrestrial aboveground,2
Limoniidae,family,larvae,0.005315518,terrestrial aboveground,NA
Psacadina_zernyi,species,NA,0.005528139,terrestrial aboveground,3
Tachinidae,family,NA,0.005581294,terrestrial aboveground,3
Cicadella_viridis,species,NA,0.006230357,terrestrial aboveground,2
Demetrias_imperialis,species,NA,0.006503872,terrestrial aboveground,2
Phoridae,family,NA,1.72223e-4,terrestrial aboveground,3
Sciaridae,family,NA,1.73817e-4,terrestrial aboveground,3
Rana_temporaria_temporaria,species,NA,2,terrestrial aboveground,2
Haematopota_sp,genus,NA,0.00815932,terrestrial aboveground,3
Ootetrastichus_sp,genus,NA,2.12621e-4,terrestrial aboveground,3
Hylaeus_sp,genus,NA,0.008770604,terrestrial aboveground,3
Pirata_tenuitarsis,species,NA,0.009672823,terrestrial aboveground,2
Coleoptera,NA,larvae,0.010129911,terrestrial aboveground,2
Araneae,NA,NA,0.010881926,terrestrial aboveground,2
Limnobaris_dolorosa,species,NA,0.011289741,terrestrial aboveground,2
Marpissa_radiata,species,NA,0.011331022,terrestrial aboveground,2
Larinioides_sp,genus,immature,0.011503751,terrestrial aboveground,2
Chrysops_relictus,species,NA,0.012491467,terrestrial aboveground,3
Calliphoridae,family,NA,0.014086122,terrestrial aboveground,3
Chloropidae,family,NA,3.88033e-4,terrestrial aboveground,3
